13,"[-0.99995761 -0.99995373 -0.99995369 -0.99995552 -0.99995672 -0.99965424
 -0.99995462 -0.99995755 -0.99995898 -0.99995874 -0.99995728 -0.99996036
 -0.99967316]"
1037,"[-0.98752449 -0.98726988 -0.98670656 -0.98701009 -0.98701009 -0.98726988
 -0.98674499 -0.98849298 -0.98726988 -0.98647448 -0.98647448 -0.98651192
 -0.98701009]"
1805,"[-0.75191573 -0.80532413 -0.74168652 -0.78893908 -0.7931603  -0.72554646
 -0.74685279 -0.73926993 -0.76650507 -0.76650507 -0.76650507 -0.74979199
 -0.72554646]"
1837,"[-0.72554646 -0.72938133 -0.70839792 -0.70839792 -0.71994536 -0.72554646
 -0.70839792 -0.71422996 -0.71994536 -0.71994536 -0.73103553 -0.73641482
 -0.72554646]"
7981,"[-0.83768943 -0.88942874 -0.84411693 -0.85621842 -0.84565811 -0.84184746
 -0.87767594 -0.84499303 -0.84093564 -0.83768943 -0.86738044 -0.8532841
 -0.83768943]"
4128,[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.]
4384,"[-0.99999398 -0.99999361 -0.99999454 -0.98709423 -0.9999941  -0.99999386
 -0.99999408 -0.99999361 -0.99999498 -0.99999464 -0.99999398 -0.99999422
 -0.99999373]"
6432,"[-0.98959857 -0.98849298 -0.98938629 -0.98825815 -0.98849298 -0.9898066
 -0.98849298 -0.98936722 -0.98825815 -0.99040605 -0.99059793 -0.98849298
 -0.99150127]"
6440,"[-0.87263218 -0.87616321 -0.88717219 -0.87517953 -0.88717219 -0.87767594
 -0.87915163 -0.87263218 -0.87517953 -0.88486958 -0.87517953 -0.88942874
 -0.87517953]"
6504,"[-0.78023644 -0.79729709 -0.80532413 -0.78463171 -0.81046068 -0.81243379
 -0.78023644 -0.78463171 -0.81654895 -0.78893908 -0.78463171 -0.79729709
 -0.84573197]"
6506,"[-0.71422996 -0.71422996 -0.71422996 -0.7180307  -0.73103553 -0.71994536
 -0.74168652 -0.70995806 -0.73641482 -0.71422996 -0.71422996 -0.71545949
 -0.71994536]"
